year;area;information;price_per_square_meter;observations
2012;Polvijarvi;single_family_houses;772;18
2012;Pomarkku;block_of_flats;;
2012;Pomarkku;single_family_houses;994;7
2012;Pori;block_of_flats;1394;967
2012;Pori;single_family_houses;1485;325
2012;Pornainen;block_of_flats;;4
2012;Pornainen;single_family_houses;2162;10
2012;Posio;block_of_flats;;2
2012;Posio;single_family_houses;672;6
2012;Pudasjarvi;block_of_flats;814;14
2012;Pudasjarvi;single_family_houses;1035;31
2012;Pukkila;block_of_flats;;1
2012;Pukkila;single_family_houses;1702;6
2012;Punkaharju;block_of_flats;659;39
2012;Punkaharju;single_family_houses;1028;14
2012;Punkalaidun;block_of_flats;;3
2012;Punkalaidun;single_family_houses;;4
2012;Puolanka;block_of_flats;;5
2012;Puolanka;single_family_houses;696;13
2012;Puumala;block_of_flats;813;9
2012;Puumala;single_family_houses;;2
2012;Pyhtaa;block_of_flats;;3
2012;Pyhtaa;single_family_houses;1437;15
2012;Pyhajoki;block_of_flats;;
2012;Pyhajoki;single_family_houses;942;7
2012;Pyhajarvi;block_of_flats;890;24
2012;Pyhajarvi;single_family_houses;830;13
2012;Pyhanta;block_of_flats;;
2012;Pyhanta;single_family_houses;;1
2012;Pyharanta;block_of_flats;;
2012;Pyharanta;single_family_houses;1225;5
2012;Palkane;block_of_flats;1663;14
2012;Palkane;single_family_houses;1377;26
2012;Poytya;block_of_flats;785;6
2012;Poytya;single_family_houses;1170;53
2012;Porvoo;block_of_flats;2305;349
2012;Porvoo;single_family_houses;2380;188
2012;Raahe;block_of_flats;1195;65
2012;Raahe;single_family_houses;1213;77
2012;Raisio;block_of_flats;1427;266
2012;Raisio;single_family_houses;1953;147
2012;Rantasalmi;block_of_flats;662;14
2012;Rantasalmi;single_family_houses;827;9
2012;Ranua;block_of_flats;;
2012;Ranua;single_family_houses;691;23
2012;Rauma;block_of_flats;1362;399
2012;Rauma;single_family_houses;1709;190
2012;Rautalampi;block_of_flats;800;5
2012;Rautalampi;single_family_houses;965;9
2012;Rautavaara;block_of_flats;;
2012;Rautavaara;single_family_houses;;5
2012;Rautjarvi;block_of_flats;712;10
2012;Rautjarvi;single_family_houses;914;9
2012;Reisjarvi;block_of_flats;;
2012;Reisjarvi;single_family_houses;619;7
2012;Riihimaki;block_of_flats;1603;386
2012;Riihimaki;single_family_houses;2072;92
2012;Ristiina;block_of_flats;947;14
2012;Ristiina;single_family_houses;1515;11
2012;Ristijarvi;block_of_flats;;
2012;Ristijarvi;single_family_houses;;3
2012;Rovaniemi;block_of_flats;1525;584
2012;Rovaniemi;single_family_houses;1560;299
2012;Ruokolahti;block_of_flats;940;11
2012;Ruokolahti;single_family_houses;1666;12
2012;Ruotsinpyhtaa;block_of_flats;;
2012;Ruotsinpyhtaa;single_family_houses;;
2012;Ruovesi;block_of_flats;766;26
2012;Ruovesi;single_family_houses;1044;9
2012;Rusko;block_of_flats;;2
2012;Rusko;single_family_houses;1717;20
2012;Raakkyla;block_of_flats;;
2012;Raakkyla;single_family_houses;563;7
2012;Raasepori;block_of_flats;1463;251
2012;Raasepori;single_family_houses;1763;43
2012;Saarijarvi;block_of_flats;1060;32
2012;Saarijarvi;single_family_houses;1199;30
2012;Salla;block_of_flats;;1
2012;Salla;single_family_houses;809;6
2012;Salo;block_of_flats;1327;234
2012;Salo;single_family_houses;1373;270
2012;Sauvo;block_of_flats;;2
2012;Sauvo;single_family_houses;1131;17
2012;Savitaipale;block_of_flats;;7
2012;Savitaipale;single_family_houses;1193;13
2012;Savonlinna;block_of_flats;1369;349
2012;Savonlinna;single_family_houses;1345;108
2012;Savukoski;block_of_flats;;
2012;Savukoski;single_family_houses;;1
2012;Seinajoki;block_of_flats;1752;315
2012;Seinajoki;single_family_houses;1786;485
2012;Sievi;block_of_flats;;4
2012;Sievi;single_family_houses;785;8
2012;Siikainen;block_of_flats;;
2012;Siikainen;single_family_houses;;2
2012;Siikajoki;block_of_flats;;
2012;Siikajoki;single_family_houses;759;7
2012;Siilinjarvi;block_of_flats;1482;70
2012;Siilinjarvi;single_family_houses;1674;184
2012;Simo;block_of_flats;;
2012;Simo;single_family_houses;;3
2012;Sipoo;block_of_flats;2271;74
2012;Sipoo;single_family_houses;2609;41
2012;Siuntio;block_of_flats;1758;12
2012;Siuntio;single_family_houses;1869;24
2012;Sodankyla;block_of_flats;922;13
2012;Sodankyla;single_family_houses;1129;42
2012;Soini;block_of_flats;;
2012;Soini;single_family_houses;;4
2012;Somero;block_of_flats;973;31
2012;Somero;single_family_houses;1172;33
2012;Sonkajarvi;block_of_flats;;1
2012;Sonkajarvi;single_family_houses;866;19
2012;Sotkamo;block_of_flats;1451;42
2012;Sotkamo;single_family_houses;1717;44
2012;Sulkava;block_of_flats;;2
2012;Sulkava;single_family_houses;677;11
2012;Suomenniemi;block_of_flats;;
2012;Suomenniemi;single_family_houses;;4
2012;Suomussalmi;block_of_flats;808;22
2012;Suomussalmi;single_family_houses;681;24
2012;Suonenjoki;block_of_flats;872;57
2012;Suonenjoki;single_family_houses;1178;33
2012;Sysma;block_of_flats;827;14
2012;Sysma;single_family_houses;1049;25
2012;Sakyla;block_of_flats;786;16
2012;Sakyla;single_family_houses;1170;14
2012;Vaala;block_of_flats;;1
2012;Vaala;single_family_houses;930;11
2012;Sastamala;block_of_flats;1290;119
2012;Sastamala;single_family_houses;1149;71
2012;Siikalatva;block_of_flats;;
2012;Siikalatva;single_family_houses;657;22
2012;Taipalsaari;block_of_flats;;
2012;Taipalsaari;single_family_houses;1576;29
2012;Taivalkoski;block_of_flats;;1
2012;Taivalkoski;single_family_houses;;2
2012;Taivassalo;block_of_flats;;4
2012;Taivassalo;single_family_houses;1157;13
2012;Tammela;block_of_flats;1044;12
2012;Tammela;single_family_houses;1485;12
2012;Tampere;block_of_flats;2234;3602
2012;Tampere;single_family_houses;2295;993
2012;Tarvasjoki;block_of_flats;;3
2012;Tarvasjoki;single_family_houses;1042;5
2012;Tervo;block_of_flats;583;5
2012;Tervo;single_family_houses;970;5
2012;Tervola;block_of_flats;;
2012;Tervola;single_family_houses;;2
2012;Teuva;block_of_flats;;3
2012;Teuva;single_family_houses;873;16
2012;Tohmajarvi;block_of_flats;;4
2012;Tohmajarvi;single_family_houses;783;12
2012;Toholampi;block_of_flats;;1
2012;Toholampi;single_family_houses;771;10
2012;Toivakka;block_of_flats;;
2012;Toivakka;single_family_houses;1153;10
2012;Tornio;block_of_flats;1428;88
2012;Tornio;single_family_houses;1415;78
2012;Turku;block_of_flats;1807;2889
2012;Turku;single_family_houses;2123;713
2012;Pello;block_of_flats;;
2012;Pello;single_family_houses;;5
2012;Tuusniemi;block_of_flats;;3
2012;Tuusniemi;single_family_houses;884;16
2012;Tuusula;block_of_flats;2122;214
2012;Tuusula;single_family_houses;2493;197
2012;Tyrnava;block_of_flats;;
2012;Tyrnava;single_family_houses;1143;28
2012;Taysa;block_of_flats;;
2012;Taysa;single_family_houses;1215;12
2012;Ulvila;block_of_flats;1231;13
2012;Ulvila;single_family_houses;1258;83
2012;Urjala;block_of_flats;1068;6
2012;Urjala;single_family_houses;1085;15
2012;Utajarvi;block_of_flats;;
2012;Utajarvi;single_family_houses;882;11
2012;Uurainen;block_of_flats;;1
2012;Uurainen;single_family_houses;1002;6
2012;Uusikaarlepyy;block_of_flats;1096;12
2012;Uusikaarlepyy;single_family_houses;1138;8
2012;Uusikaupunki;block_of_flats;1003;160
2012;Uusikaupunki;single_family_houses;1239;95
2012;Vaasa;block_of_flats;1783;829
2012;Vaasa;single_family_houses;1829;268
2012;Valkeakoski;block_of_flats;1100;222
2012;Valkeakoski;single_family_houses;1652;82
2012;Valtimo;block_of_flats;505;5
2012;Valtimo;single_family_houses;621;11
2012;Varkaus;block_of_flats;834;156
2012;Varkaus;single_family_houses;988;129
2012;Varpaisjarvi;block_of_flats;;
2012;Varpaisjarvi;single_family_houses;;
2012;Vehmaa;block_of_flats;716;7
2012;Vehmaa;single_family_houses;;5
2012;Vesanto;block_of_flats;;2
2012;Vesanto;single_family_houses;747;7
2012;Vesilahti;block_of_flats;;
2012;Vesilahti;single_family_houses;1499;15
2012;Veteli;block_of_flats;;
2012;Veteli;single_family_houses;821;7
2012;Vierema;block_of_flats;;4
2012;Vierema;single_family_houses;874;9
2012;Vihanti;block_of_flats;;2
2012;Vihanti;single_family_houses;764;14
2012;Vihti;block_of_flats;2149;141
2012;Vihti;single_family_houses;2071;211
2012;Viitasaari;block_of_flats;1033;29
2012;Viitasaari;single_family_houses;1172;13
2012;Vimpeli;block_of_flats;;
2012;Vimpeli;single_family_houses;;4
2012;Virolahti;block_of_flats;;1
2012;Virolahti;single_family_houses;986;9
2012;Virrat;block_of_flats;899;25
2012;Virrat;single_family_houses;997;19
2012;Vahakyra;block_of_flats;;2
2012;Vahakyra;single_family_houses;1126;12
2012;Vayri-Maksamaa;block_of_flats;;
2012;Vayri-Maksamaa;single_family_houses;;
2012;Yli-Ii;block_of_flats;;
2012;Yli-Ii;single_family_houses;;5
2012;Ylitornio;block_of_flats;;
2012;Ylitornio;single_family_houses;838;9
2012;Ylivieska;block_of_flats;1378;51
2012;Ylivieska;single_family_houses;1624;74
2012;Ylamaa;block_of_flats;;
2012;Ylamaa;single_family_houses;;
2012;Ylojarvi;block_of_flats;1611;74
2012;Ylojarvi;single_family_houses;1913;290
2012;Ypaja;block_of_flats;;3
2012;Ypaja;single_family_houses;920;5
2012;ahtari;block_of_flats;1046;9
2012;ahtari;single_family_houses;1082;26
2012;aanekoski;block_of_flats;840;159
2012;aanekoski;single_family_houses;999;92
2012;Halsua;block_of_flats;;
2012;Halsua;single_family_houses;;1
2012;Kuhmalahti;block_of_flats;;
2012;Kuhmalahti;single_family_houses;;
2012;Lappajarvi;block_of_flats;;
2012;Lappajarvi;single_family_houses;742;5
2012;Lumijoki;block_of_flats;;
2012;Lumijoki;single_family_houses;;1
2012;Utsjoki;block_of_flats;;
2012;Utsjoki;single_family_houses;;2
2012;Voyri;block_of_flats;;3
2012;Voyri;single_family_houses;1186;11
2012;Hailuoto;block_of_flats;;
2012;Hailuoto;single_family_houses;;3
2012;Parainen;block_of_flats;1385;70
2012;Parainen;single_family_houses;1695;58
2012;Lestijarvi;block_of_flats;;
2012;Lestijarvi;single_family_houses;;
2013;Alajarvi;block_of_flats;1152;9
2013;Alajarvi;single_family_houses;963;20
2013;Alavieska;block_of_flats;;1
2013;Alavieska;single_family_houses;846;7
2013;Alavus;block_of_flats;1152;10
2013;Alavus;single_family_houses;1172;34
2013;Artjarvi;block_of_flats;;
2013;Artjarvi;single_family_houses;;
2013;Asikkala;block_of_flats;1171;45
2013;Asikkala;single_family_houses;1480;33
2013;Askola;block_of_flats;;
2013;Askola;single_family_houses;1963;10
2013;Aura;block_of_flats;;3
2013;Aura;single_family_houses;1408;29
2013;Akaa;block_of_flats;1048;109
2013;Akaa;single_family_houses;1421;60
2013;Enonkoski;block_of_flats;;
2013;Enonkoski;single_family_houses;;5
2013;Enontekio;block_of_flats;;
2013;Enontekio;single_family_houses;;1
2013;Espoo;block_of_flats;3185;2175
2013;Espoo;single_family_houses;3352;1310
2013;Eura;block_of_flats;966;14
2013;Eura;single_family_houses;1151;35
2013;Eurajoki;block_of_flats;;9
2013;Eurajoki;single_family_houses;1285;23
2013;Evijarvi;block_of_flats;;
2013;Evijarvi;single_family_houses;;1
2013;Forssa;block_of_flats;1127;185
2013;Forssa;single_family_houses;1426;64
2013;Haapajarvi;block_of_flats;1011;17
2013;Haapajarvi;single_family_houses;1033;23
2013;Haapavesi;block_of_flats;1381;5
2013;Haapavesi;single_family_houses;1106;18
2013;Hamina;block_of_flats;988;93
2013;Hamina;single_family_houses;1479;67
2013;Hankasalmi;block_of_flats;;2
2013;Hankasalmi;single_family_houses;863;19
2013;Hanko;block_of_flats;1467;79
2013;Hanko;single_family_houses;1503;40
2013;Harjavalta;block_of_flats;701;37
2013;Harjavalta;single_family_houses;937;42
2013;Hartola;block_of_flats;727;14
2013;Hartola;single_family_houses;998;13
2013;Hattula;block_of_flats;1365;24
2013;Hattula;single_family_houses;1838;48
2013;Haukipudas;block_of_flats;;
2013;Haukipudas;single_family_houses;;
2013;Hausjarvi;block_of_flats;919;13
2013;Hausjarvi;single_family_houses;1494;31
2013;Heinavesi;block_of_flats;;3
2013;Heinavesi;single_family_houses;790;9
2013;Helsinki;block_of_flats;4086;9129
2013;Helsinki;single_family_houses;3389;1026
2013;Vantaa;block_of_flats;2385;2089
2013;Vantaa;single_family_houses;2852;794
2013;Himanka;block_of_flats;;
2013;Himanka;single_family_houses;;
2013;Hirvensalmi;block_of_flats;;1
2013;Hirvensalmi;single_family_houses;1493;5
2013;Hollola;block_of_flats;1060;177
2013;Hollola;single_family_houses;1844;63
2013;Honkajoki;block_of_flats;;
2013;Honkajoki;single_family_houses;;4
2013;Huittinen;block_of_flats;926;63
2013;Huittinen;single_family_houses;1215;51
2013;Humppila;block_of_flats;678;9
2013;Humppila;single_family_houses;;4
2013;Hyrynsalmi;block_of_flats;;
2013;Hyrynsalmi;single_family_houses;;6
2013;Hyvinkaa;block_of_flats;1696;630
2013;Hyvinkaa;single_family_houses;2094;218
2013;Hameenkyro;block_of_flats;1150;33
2013;Hameenkyro;single_family_houses;1283;47
2013;Hameenlinna;block_of_flats;1907;598
2013;Hameenlinna;single_family_houses;1855;343
2013;Heinola;block_of_flats;959;212
2013;Heinola;single_family_houses;1375;64
2013;Ii;block_of_flats;;
2013;Ii;single_family_houses;1072;29
2013;Iisalmi;block_of_flats;1403;154
2013;Iisalmi;single_family_houses;1648;71
2013;Iitti;block_of_flats;1044;10
2013;Iitti;single_family_houses;1233;28
2013;Ikaalinen;block_of_flats;1319;42
2013;Ikaalinen;single_family_houses;1345;17
2013;Ilmajoki;block_of_flats;;2
2013;Ilmajoki;single_family_houses;1479;36
2013;Ilomantsi;block_of_flats;805;10
2013;Ilomantsi;single_family_houses;803;26
2013;Inari;block_of_flats;;
2013;Inari;single_family_houses;1264;20
2013;Inkoo;block_of_flats;1575;7
2013;Inkoo;single_family_houses;1714;12
2013;Isojoki;block_of_flats;;
2013;Isojoki;single_family_houses;579;5
2013;Isokyro;block_of_flats;679;5
2013;Isokyro;single_family_houses;960;8
2013;Imatra;block_of_flats;956;255
2013;Imatra;single_family_houses;1257;82
2013;Jalasjarvi;block_of_flats;575;13
2013;Jalasjarvi;single_family_houses;1041;34
2013;Janakkala;block_of_flats;1109;100
2013;Janakkala;single_family_houses;1653;78
2013;Joensuu;block_of_flats;2086;489
2013;Joensuu;single_family_houses;1725;382
2013;Jokioinen;block_of_flats;980;7
2013;Jokioinen;single_family_houses;1499;19
2013;Joroinen;block_of_flats;714;11
2013;Joroinen;single_family_houses;777;12
2013;Joutsa;block_of_flats;818;16
2013;Joutsa;single_family_houses;957;30
2013;Juankoski;block_of_flats;822;8
2013;Juankoski;single_family_houses;857;22
2013;Juuka;block_of_flats;901;6
2013;Juuka;single_family_houses;835;21
2013;Juupajoki;block_of_flats;;1
2013;Juupajoki;single_family_houses;;5
2013;Juva;block_of_flats;1020;20
2013;Juva;single_family_houses;1063;28
2013;Jyvaskyla;block_of_flats;1821;1375
2013;Jyvaskyla;single_family_houses;1868;571
2013;Jamijarvi;block_of_flats;;1
2013;Jamijarvi;single_family_houses;;2
2013;Jamsa;block_of_flats;991;111
2013;Jamsa;single_family_houses;1027;94
2013;Jarvenpaa;block_of_flats;2400;287
2013;Jarvenpaa;single_family_houses;2518;317
2013;Kaarina;block_of_flats;1656;190
2013;Kaarina;single_family_houses;2141;202
2013;Kaavi;block_of_flats;605;11
2013;Kaavi;single_family_houses;854;19
2013;Kajaani;block_of_flats;1294;330
2013;Kajaani;single_family_houses;1481;132
2013;Kalajoki;block_of_flats;1500;5
2013;Kalajoki;single_family_houses;1352;32
2013;Kangasala;block_of_flats;1725;181
2013;Kangasala;single_family_houses;1950;170
2013;Kangasniemi;block_of_flats;1209;17
2013;Kangasniemi;single_family_houses;1106;25
2013;Kankaanpaa;block_of_flats;942;92
2013;Kankaanpaa;single_family_houses;1215;37
2013;Kannonkoski;block_of_flats;;
2013;Kannonkoski;single_family_houses;;4
2013;Kannus;block_of_flats;951;18
2013;Kannus;single_family_houses;1005;25
2013;Karijoki;block_of_flats;;
2013;Karijoki;single_family_houses;;5
2013;Karjalohja;block_of_flats;;
2013;Karjalohja;single_family_houses;;
2013;Karkkila;block_of_flats;1463;37
2013;Karkkila;single_family_houses;1505;33
2013;Karstula;block_of_flats;1257;9
2013;Karstula;single_family_houses;915;20
2013;Karttula;block_of_flats;;
2013;Karttula;single_family_houses;;
2013;Karvia;block_of_flats;;
2013;Karvia;single_family_houses;;2
2013;Kaskinen;block_of_flats;552;26
2013;Kaskinen;single_family_houses;;1
2013;Kauhajoki;block_of_flats;;3
2013;Kauhajoki;single_family_houses;1200;52
2013;Kauhava;block_of_flats;825;12
2013;Kauhava;single_family_houses;1005;55
2013;Kauniainen;block_of_flats;3393;61
2013;Kauniainen;single_family_houses;3548;49
2013;Kaustinen;block_of_flats;;2
2013;Kaustinen;single_family_houses;1137;10
2013;Keitele;block_of_flats;;3
2013;Keitele;single_family_houses;887;9
2013;Kemi;block_of_flats;809;209
2013;Kemi;single_family_houses;1097;92
2013;Keminmaa;block_of_flats;672;15
2013;Keminmaa;single_family_houses;1148;18
2013;Kempele;block_of_flats;1822;42
2013;Kempele;single_family_houses;1527;123
2013;Kerava;block_of_flats;2366;312
2013;Kerava;single_family_houses;2374;137
2013;Kerimaki;block_of_flats;;
2013;Kerimaki;single_family_houses;;
2013;Kesalahti;block_of_flats;;
2013;Kesalahti;single_family_houses;;
2013;Keuruu;block_of_flats;949;92
2013;Keuruu;single_family_houses;1146;20
2013;Kihnia;block_of_flats;;
2013;Kihnia;single_family_houses;909;5
2013;Kiikoinen;block_of_flats;;
2013;Kiikoinen;single_family_houses;;
2013;Kiiminki;block_of_flats;;
2013;Kiiminki;single_family_houses;;
2013;Kinnula;block_of_flats;;
2013;Kinnula;single_family_houses;759;6
2013;Kirkkonummi;block_of_flats;1996;154
2013;Kirkkonummi;single_family_houses;2539;227
2013;Kitee;block_of_flats;974;35
2013;Kitee;single_family_houses;926;40
2013;Kittila;block_of_flats;;4
2013;Kittila;single_family_houses;1656;22
2013;Kiuruvesi;block_of_flats;830;25
2013;Kiuruvesi;single_family_houses;990;23
2013;Kivijarvi;block_of_flats;;1
2013;Kivijarvi;single_family_houses;;4
2013;Kokemaki;block_of_flats;819;16
2013;Kokemaki;single_family_houses;1005;39
2013;Kokkola;block_of_flats;1693;234
2013;Kokkola;single_family_houses;1752;144
2013;Kolari;block_of_flats;;5
2013;Kolari;single_family_houses;1326;16
2013;Konnevesi;block_of_flats;;3
2013;Konnevesi;single_family_houses;;3
2013;Kontiolahti;block_of_flats;1990;28
2013;Kontiolahti;single_family_houses;1768;73
2013;Korsnas;block_of_flats;;
2013;Korsnas;single_family_houses;;3
2013;Hameenkoski;block_of_flats;;1
2013;Hameenkoski;single_family_houses;1024;8
2013;Koski_Tl;block_of_flats;902;5
2013;Koski_Tl;single_family_houses;1167;7
2013;Kotka;block_of_flats;1311;577
2013;Kotka;single_family_houses;1492;164
2013;Kouvola;block_of_flats;1110;678
2013;Kouvola;single_family_houses;1324;297
2013;Kristiinankaupunki;block_of_flats;818;10
2013;Kristiinankaupunki;single_family_houses;619;26
2013;Kruunupyy;block_of_flats;;2
2013;Kruunupyy;single_family_houses;;5
2013;Kuhmo;block_of_flats;1078;32
2013;Kuhmo;single_family_houses;944;17
2013;Kuhmoinen;block_of_flats;748;17
2013;Kuhmoinen;single_family_houses;;2
2013;Kuopio;block_of_flats;1930;1161
2013;Kuopio;single_family_houses;1936;468
2013;Kuortane;block_of_flats;;4
2013;Kuortane;single_family_houses;1077;7
2013;Kurikka;block_of_flats;1089;16
2013;Kurikka;single_family_houses;1315;38
2013;Kustavi;block_of_flats;;
2013;Kustavi;single_family_houses;;2
2013;Kuusamo;block_of_flats;1579;54
2013;Kuusamo;single_family_houses;1389;59
2013;Outokumpu;block_of_flats;686;44
2013;Outokumpu;single_family_houses;961;27
2013;Kylmakoski;block_of_flats;;
2013;Kylmakoski;single_family_houses;;
2013;Kyyjarvi;block_of_flats;;
2013;Kyyjarvi;single_family_houses;1035;7
2013;Karkola;block_of_flats;;1
2013;Karkola;single_family_houses;1295;29
2013;Karsamaki;block_of_flats;;
2013;Karsamaki;single_family_houses;802;7
2013;Kaylia;block_of_flats;;4
2013;Kaylia;single_family_houses;;4
2013;Kemijarvi;block_of_flats;682;31
2013;Kemijarvi;single_family_houses;775;27
2013;Kemionsaari;block_of_flats;922;26
2013;Kemionsaari;single_family_houses;1183;11
2013;Lahti;block_of_flats;1672;1709
2013;Lahti;single_family_houses;1983;255
2013;Laihia;block_of_flats;1008;9
2013;Laihia;single_family_houses;1408;34
2013;Laitila;block_of_flats;1067;47
2013;Laitila;single_family_houses;1215;30
2013;Lapinlahti;block_of_flats;951;11
2013;Lapinlahti;single_family_houses;917;52
2013;Lappeenranta;block_of_flats;1823;760
2013;Lappeenranta;single_family_houses;1794;203
2013;Lapinjarvi;block_of_flats;;
2013;Lapinjarvi;single_family_houses;;2
2013;Lapua;block_of_flats;1041;22
2013;Lapua;single_family_houses;1556;72
2013;Laukaa;block_of_flats;1404;18
2013;Laukaa;single_family_houses;1384;88
2013;Lavia;block_of_flats;;
2013;Lavia;single_family_houses;805;9
2013;Lemi;block_of_flats;;1
2013;Lemi;single_family_houses;1306;8
2013;Lempaala;block_of_flats;1630;95
2013;Lempaala;single_family_houses;2085;99
2013;Leppavirta;block_of_flats;916;29
2013;Leppavirta;single_family_houses;1100;31
2013;Lieksa;block_of_flats;828;52
2013;Lieksa;single_family_houses;694;50
2013;Lieto;block_of_flats;1732;43
2013;Lieto;single_family_houses;1918;40
2013;Liljendal;block_of_flats;;
2013;Liljendal;single_family_houses;;
2013;Liminka;block_of_flats;;4
2013;Liminka;single_family_houses;1292;29
2013;Liperi;block_of_flats;1230;9
2013;Liperi;single_family_houses;1197;60
2013;Loimaa;block_of_flats;1083;86
2013;Loimaa;single_family_houses;1159;62
2013;Loppi;block_of_flats;1073;19
2013;Loppi;single_family_houses;1715;14
2013;Loviisa;block_of_flats;1353;82
2013;Loviisa;single_family_houses;1573;28
2013;Luhanka;block_of_flats;;
2013;Luhanka;single_family_houses;;2
2013;Luoto;block_of_flats;;3
2013;Luoto;single_family_houses;1695;18
2013;Luumaki;block_of_flats;894;11
2013;Luumaki;single_family_houses;1139;13
2013;Luvia;block_of_flats;;1
2013;Luvia;single_family_houses;1042;7
2013;Lohja;block_of_flats;1810;276
2013;Lohja;single_family_houses;1990;180
2013;Lansi-Turunmaa;block_of_flats;;
2013;Lansi-Turunmaa;single_family_houses;;
2013;Maalahti;block_of_flats;;
2013;Maalahti;single_family_houses;1228;14
2013;Maaninka;block_of_flats;;2
2013;Maaninka;single_family_houses;1220;18
2013;Marttila;block_of_flats;750;6
2013;Marttila;single_family_houses;;4
2013;Masku;block_of_flats;1503;21
2013;Masku;single_family_houses;1831;40
2013;Merijarvi;block_of_flats;;
2013;Merijarvi;single_family_houses;;
2013;Merikarvia;block_of_flats;;9
2013;Merikarvia;single_family_houses;705;5
2013;Miehikkala;block_of_flats;;1
2013;Miehikkala;single_family_houses;;4
2013;Mikkeli;block_of_flats;1636;445
2013;Mikkeli;single_family_houses;1674;154
2013;Muhos;block_of_flats;;3
2013;Muhos;single_family_houses;1064;38
2013;Multia;block_of_flats;;
2013;Multia;single_family_houses;893;5
2013;Muonio;block_of_flats;;
2013;Muonio;single_family_houses;;2
2013;Mustasaari;block_of_flats;1777;28
2013;Mustasaari;single_family_houses;1676;84
2013;Muurame;block_of_flats;1378;34
2013;Muurame;single_family_houses;1703;36
2013;Mynamaki;block_of_flats;1208;15
2013;Mynamaki;single_family_houses;1322;27
2013;Myrskyla;block_of_flats;;
2013;Myrskyla;single_family_houses;;6
2013;Mantsala;block_of_flats;1752;38
2013;Mantsala;single_family_houses;2070;101
2013;Mantyharju;block_of_flats;984;22
2013;Mantyharju;single_family_houses;909;34
2013;Mantta-Vilppula;block_of_flats;626;74
2013;Mantta-Vilppula;single_family_houses;877;34
2013;Naantali;block_of_flats;1735;139
2013;Naantali;single_family_houses;1983;110
2013;Nakkila;block_of_flats;1035;9
2013;Nakkila;single_family_houses;1015;15
2013;Nastola;block_of_flats;1023;78
2013;Nastola;single_family_houses;1562;62
2013;Nilsia;block_of_flats;;
2013;Nilsia;single_family_houses;;
2013;Nivala;block_of_flats;1457;17
2013;Nivala;single_family_houses;982;49
2013;Nokia;block_of_flats;1524;272
2013;Nokia;single_family_houses;1961;193
2013;Noormarkku;block_of_flats;;
2013;Noormarkku;single_family_houses;;
2013;Nousiainen;block_of_flats;1402;6
2013;Nousiainen;single_family_houses;;4
2013;Nummi-Pusula;block_of_flats;;
2013;Nummi-Pusula;single_family_houses;;
2013;Nurmes;block_of_flats;851;37
2013;Nurmes;single_family_houses;927;29
2013;Nurmijarvi;block_of_flats;2101;167
2013;Nurmijarvi;single_family_houses;2296;155
2013;Narpio;block_of_flats;896;18
2013;Narpio;single_family_houses;1065;11
2013;Oravainen;block_of_flats;;
2013;Oravainen;single_family_houses;;
2013;Orimattila;block_of_flats;1235;50
2013;Orimattila;single_family_houses;1470;66
2013;Oripaa;block_of_flats;;1
2013;Oripaa;single_family_houses;;3
2013;Orivesi;block_of_flats;1273;37
2013;Orivesi;single_family_houses;1344;32
2013;Oulainen;block_of_flats;1095;14
2013;Oulainen;single_family_houses;1010;53
2013;Oulu;block_of_flats;1778;1594
2013;Oulu;single_family_houses;1704;897
2013;Oulunsalo;block_of_flats;;
2013;Oulunsalo;single_family_houses;;
2013;Padasjoki;block_of_flats;872;11
2013;Padasjoki;single_family_houses;1124;6
2013;Paimio;block_of_flats;1318;65
2013;Paimio;single_family_houses;1597;45
2013;Paltamo;block_of_flats;;5
2013;Paltamo;single_family_houses;823;5
2013;Parikkala;block_of_flats;854;8
2013;Parikkala;single_family_houses;825;18
2013;Parkano;block_of_flats;1075;20
2013;Parkano;single_family_houses;1083;26
2013;Pelkosenniemi;block_of_flats;;
2013;Pelkosenniemi;single_family_houses;;2
2013;Perho;block_of_flats;;
2013;Perho;single_family_houses;;2
2013;Pernaja;block_of_flats;;
2013;Pernaja;single_family_houses;;
2013;Pertunmaa;block_of_flats;;1
2013;Pertunmaa;single_family_houses;758;6
2013;Petajavesi;block_of_flats;1248;6
2013;Petajavesi;single_family_houses;1290;9
2013;Pieksamaki;block_of_flats;855;132
2013;Pieksamaki;single_family_houses;1053;49
2013;Pielavesi;block_of_flats;789;14
2013;Pielavesi;single_family_houses;991;9
2013;Pietarsaari;block_of_flats;1140;154
2013;Pietarsaari;single_family_houses;1288;56
2013;Pedersoren_kunta;block_of_flats;;4
2013;Pedersoren_kunta;single_family_houses;1263;13
2013;Pihtipudas;block_of_flats;;4
2013;Pihtipudas;single_family_houses;894;12
2013;Pirkkala;block_of_flats;1992;146
2013;Pirkkala;single_family_houses;2369;109
2013;Polvijarvi;block_of_flats;;1
2013;Polvijarvi;single_family_houses;948;13
2013;Pomarkku;block_of_flats;;
2013;Pomarkku;single_family_houses;885;8
2013;Pori;block_of_flats;1484;921
2013;Pori;single_family_houses;1469;322
2013;Pornainen;block_of_flats;;2
2013;Pornainen;single_family_houses;;3
2013;Posio;block_of_flats;;3
2013;Posio;single_family_houses;713;6
2013;Pudasjarvi;block_of_flats;811;9
2013;Pudasjarvi;single_family_houses;1039;21
2013;Pukkila;block_of_flats;;1
2013;Pukkila;single_family_houses;;3
2013;Punkaharju;block_of_flats;;
2013;Punkaharju;single_family_houses;;
